#Frame         Rg_all  Rg_all[Max]
    4056      17.2261      32.4186
    4058      17.1698      32.2428
    4060      17.1808      32.4761
    4062      17.1425      31.8099
    4064      17.1388      31.9618
    4066      17.1721      30.7532
    4068      17.1689      30.9361
    4070      17.1801      31.8526
    4072      17.1377      31.4990
    4074      17.1817      30.7614
    4076      17.1337      30.6328
    4078      17.1193      31.2515
    4080      17.1436      31.4544
    4082      17.1888      32.5129
    4084      17.1227      31.3264
    4086      17.1971      31.7440
    4088      17.1324      31.1799
    4090      17.0914      31.4539
    4092      17.0599      31.5819
    4094      17.1990      32.6266
    4096      17.1411      31.8699
    4098      17.1785      31.7386
    4100      17.1836      31.4567
    4102      17.1497      31.9826
    4104      17.1506      31.7857
    4106      17.1737      32.4082
    4108      17.1852      32.2055
    4110      17.1578      32.1963
    4112      17.1553      32.2165
    4114      17.1283      31.7107
    4116      17.0921      32.1501
    4118      17.1808      32.1454
    4120      17.2329      32.6331
    4122      17.1547      32.3191
    4124      17.1829      32.2476
    4126      17.2274      32.8253
    4128      17.2300      32.3169
    4130      17.2240      32.2696
    4132      17.2045      31.4054
    4134      17.2325      32.1828
    4136      17.1962      32.5467
    4138      17.2396      31.8565
    4140      17.1670      31.7855
    4142      17.2254      32.2241
    4144      17.2502      31.7411
    4146      17.1776      32.2709
    4148      17.2651      32.3776
    4150      17.1921      31.4946
    4152      17.1899      31.7375
    4154      17.2024      32.8228
    4156      17.1953      31.4299
    4158      17.2525      31.2620
    4160      17.2329      30.9828
    4162      17.2300      31.5815
    4164      17.2064      31.0272
    4166      17.2082      31.6662
    4168      17.2192      30.6222
    4170      17.2655      31.1878
    4172      17.2585      30.9359
    4174      17.2710      31.2184
    4176      17.2475      31.4370
    4178      17.1754      31.3489
    4180      17.2619      31.6941
    4182      17.2335      31.2018
    4184      17.2008      32.2199
    4186      17.2642      32.0186
    4188      17.2562      31.2674
    4190      17.1972      31.5204
    4192      17.2462      32.3672
    4194      17.2319      31.7666
    4196      17.2157      31.6361
    4198      17.2418      31.8530
    4200      17.2054      31.5463
    4202      17.3027      31.4312
    4204      17.2819      32.3476
    4206      17.2244      31.6148
    4208      17.2625      31.2575
    4210      17.2950      32.0151
    4212      17.2548      31.8434
    4214      17.2707      31.9597
    4216      17.2936      31.4559
    4218      17.2454      31.6661
    4220      17.2438      31.1831
    4222      17.2021      31.2155
    4224      17.2905      31.9714
    4226      17.2925      31.5504
    4228      17.2230      31.6201
    4230      17.2594      31.7383
    4232      17.2554      30.4711
    4234      17.2972      31.9889
    4236      17.3010      31.8285
    4238      17.2199      31.9447
    4240      17.2925      31.9235
    4242      17.2689      32.5871
    4244      17.3505      33.1684
    4246      17.3382      32.1632
    4248      17.3153      32.2076
    4250      17.2478      32.3121
    4252      17.2390      32.2180
    4254      17.2981      31.7170
    4256      17.3090      32.8589
    4258      17.2998      31.7984
    4260      17.2535      31.8358
    4262      17.2838      31.7290
    4264      17.3211      33.1115
    4266      17.2900      33.2228
    4268      17.2993      31.7467
    4270      17.2966      31.3899
    4272      17.2480      32.2942
    4274      17.3121      32.8930
    4276      17.2370      32.3656
    4278      17.3280      32.0310
    4280      17.2013      32.3694
    4282      17.2407      32.5374
    4284      17.2475      31.8104
    4286      17.1945      31.8911
    4288      17.2071      31.5317
    4290      17.2353      30.9821
    4292      17.2431      31.6927
    4294      17.2296      31.2357
    4296      17.2925      30.6774
    4298      17.2378      31.5411
    4300      17.2980      31.7059
    4302      17.2691      31.2088
    4304      17.3121      31.4480
    4306      17.2593      31.5803
    4308      17.2276      31.2277
    4310      17.2430      31.4895
    4312      17.2690      31.8432
    4314      17.2561      31.7883
    4316      17.2327      32.0796
    4318      17.2810      31.9643
    4320      17.2548      31.2390
    4322      17.2739      31.3245
    4324      17.2065      31.6994
    4326      17.2620      32.5411
    4328      17.3119      33.1605
    4330      17.2392      31.2403
    4332      17.2960      32.3285
    4334      17.3613      32.5901
    4336      17.3535      33.4407
    4338      17.3197      33.2280
    4340      17.3217      32.6881
    4342      17.3008      32.7470
    4344      17.2684      33.2616
    4346      17.2829      33.0060
    4348      17.2250      32.5883
    4350      17.2595      32.7571
    4352      17.2312      31.9761
    4354      17.2908      32.1548
    4356      17.3118      32.6306
    4358      17.2975      33.4258
    4360      17.2939      33.2934
    4362      17.2971      33.1387
    4364      17.3090      32.2531
    4366      17.2760      32.2012
    4368      17.2931      33.0909
    4370      17.3144      33.0504
    4372      17.3420      33.0000
    4374      17.2597      32.0843
    4376      17.3080      32.3464
    4378      17.2847      33.0833
    4380      17.3841      33.3740
    4382      17.3312      33.3427
    4384      17.3599      33.4439
    4386      17.3667      32.8758
    4388      17.3276      32.2534
    4390      17.3595      32.3761
    4392      17.4022      32.3855
    4394      17.3089      32.7610
    4396      17.2986      32.8273
    4398      17.2877      35.0588
    4400      17.2750      34.1001
    4402      17.3176      33.7590
    4404      17.3275      32.7776
    4406      17.3664      33.1210
    4408      17.3961      33.9434
    4410      17.3122      33.7245
    4412      17.3275      33.7542
    4414      17.2883      33.9479
    4416      17.2946      34.7243
    4418      17.3677      35.4391
    4420      17.3299      35.6052
    4422      17.3666      34.6370
    4424      17.3265      33.3606
    4426      17.3310      33.0948
    4428      17.3398      33.2574
    4430      17.3504      33.8414
    4432      17.3330      33.3142
    4434      17.3296      34.1550
    4436      17.2463      33.1200
    4438      17.2924      33.3476
    4440      17.2530      33.1614
    4442      17.2904      33.9264
    4444      17.3038      33.2155
    4446      17.3328      33.2854
    4448      17.3939      33.2221
    4450      17.3379      33.3778
    4452      17.2877      33.4121
    4454      17.3444      32.4539
    4456      17.3707      32.7365
    4458      17.2671      31.9264
    4460      17.2948      32.6331
    4462      17.3456      31.9552
    4464      17.3037      32.0990
    4466      17.3697      32.7469
    4468      17.2472      31.1468
    4470      17.2957      31.6555
    4472      17.2693      30.6458
    4474      17.3075      30.1988
    4476      17.2754      31.5955
    4478      17.3174      32.1058
    4480      17.2736      31.7401
    4482      17.2581      31.9713
    4484      17.2611      33.7957
    4486      17.3205      34.4549
    4488      17.2513      33.3144
    4490      17.3461      32.6234
    4492      17.3069      32.8082
    4494      17.3082      31.7849
    4496      17.3189      33.8688
    4498      17.3330      33.1496
    4500      17.3342      33.6209
    4502      17.3687      33.3506
    4504      17.2699      32.7380
    4506      17.3309      33.2077
    4508      17.2251      32.9050
    4510      17.3047      33.6663
    4512      17.3025      32.5230
    4514      17.2429      32.6952
    4516      17.2416      32.7530
    4518      17.2757      32.9395
    4520      17.2950      33.2956
    4522      17.3610      32.3050
    4524      17.3261      33.6675
    4526      17.3449      33.7301
    4528      17.3863      34.0054
    4530      17.3275      33.1859
    4532      17.3643      32.5142
    4534      17.3070      32.5795
    4536      17.3848      33.0383
    4538      17.3481      33.2011
    4540      17.3007      32.9069
    4542      17.3409      33.5309
    4544      17.3170      33.1186
    4546      17.3104      33.3512
    4548      17.2886      32.9412
    4550      17.2697      31.6193
    4552      17.2948      32.4065
    4554      17.3432      33.7527
    4556      17.2990      33.8926
    4558      17.3165      31.9827
    4560      17.2245      31.2938
    4562      17.3090      32.3211
    4564      17.2801      32.0828
    4566      17.2615      31.9942
    4568      17.2584      31.8146
    4570      17.3193      32.8415
    4572      17.2459      32.2337
    4574      17.2503      32.4317
    4576      17.2799      32.4899
    4578      17.2925      32.8341
    4580      17.2971      32.2960
    4582      17.3345      32.4838
    4584      17.2102      32.0683
    4586      17.2957      32.3587
    4588      17.3263      32.2969
    4590      17.2504      31.8946
    4592      17.3239      31.8310
    4594      17.3194      32.0034
    4596      17.3530      32.3709
    4598      17.3688      32.8589
    4600      17.4125      32.7459
    4602      17.3759      32.4111
    4604      17.2904      32.3369
    4606      17.3697      32.7082
    4608      17.3609      34.1165
    4610      17.4075      33.4350
    4612      17.2986      32.1260
    4614      17.3986      32.7761
    4616      17.2588      33.3014
    4618      17.3296      33.7297
    4620      17.3003      34.1872
    4622      17.3079      32.4867
    4624      17.2441      32.2020
    4626      17.3015      33.1231
    4628      17.2656      32.0693
    4630      17.2553      32.1337
    4632      17.3521      33.3547
    4634      17.2927      33.2346
    4636      17.3489      32.0649
    4638      17.3525      31.4523
    4640      17.3474      32.2309
    4642      17.2486      31.8745
    4644      17.3005      32.0164
    4646      17.2343      32.1275
    4648      17.2272      31.9344
    4650      17.2426      32.1929
    4652      17.2042      31.4733
    4654      17.3076      32.7868
    4656      17.2547      32.0963
    4658      17.3026      32.0744
    4660      17.2799      33.0417
    4662      17.2451      31.9329
    4664      17.2427      33.3035
    4666      17.3159      31.9199
    4668      17.3215      33.5608
    4670      17.3031      32.8522
    4672      17.2555      33.1306
    4674      17.3525      32.6757
    4676      17.2722      31.7189
    4678      17.2926      33.1851
    4680      17.2995      32.9150
    4682      17.2774      32.4217
    4684      17.3138      32.3621
    4686      17.2989      32.4486
    4688      17.3224      32.0089
    4690      17.3422      32.8750
    4692      17.3148      32.2449
    4694      17.3905      33.1761
    4696      17.2979      32.4339
    4698      17.3161      33.0432
    4700      17.3093      32.6959
    4702      17.2759      31.5210
    4704      17.2975      32.4000
    4706      17.2661      32.4181
    4708      17.2392      31.6857
    4710      17.2537      31.6663
    4712      17.2612      31.0873
    4714      17.2908      31.9033
    4716      17.2656      31.7420
    4718      17.3063      32.4312
    4720      17.2900      31.6623
    4722      17.2680      31.5235
    4724      17.2857      31.7643
    4726      17.2435      31.5372
    4728      17.3708      32.7907
    4730      17.3150      32.5022
    4732      17.3675      32.8684
    4734      17.3348      32.7484
    4736      17.3512      32.6132
    4738      17.3036      32.3265
    4740      17.2642      32.5134
    4742      17.2556      32.1973
    4744      17.3006      32.7191
    4746      17.2469      31.8673
    4748      17.2838      31.6905
    4750      17.2929      31.8995
    4752      17.2929      32.8814
    4754      17.2929      31.6895
    4756      17.3309      31.9564
    4758      17.3349      33.6006
    4760      17.3743      32.8008
    4762      17.3556      32.6546
    4764      17.4060      33.0494
    4766      17.3759      33.3588
    4768      17.3882      33.2206
    4770      17.3611      33.2429
    4772      17.3718      32.8156
    4774      17.3652      33.4935
    4776      17.3786      32.9696
    4778      17.3810      33.7132
    4780      17.3580      33.2604
    4782      17.3292      32.4985
    4784      17.3437      32.1341
    4786      17.3544      33.4476
    4788      17.3572      33.1646
    4790      17.3336      33.7942
    4792      17.4070      34.2762
    4794      17.2941      33.6790
    4796      17.4402      36.1324
    4798      17.3367      34.9475
    4800      17.3578      35.1028
